fare,age,family,survived
227.76,51.0,6.0,0
136.98,36.0,8.0,0
126.96,52.0,0.0,0
30.84,51.0,4.0,0
165.91,3.0,7.0,0
206.42,14.0,,0
98.2,49.0,4.0,0
195.02,77.0,0.0,0
241.3,1.0,8.0,1
54.92,57.0,3.0,0
133.22,17.0,4.0,1
75.35,50.0,2.0,0
199.25,14.0,1.0,0
146.51,59.0,,0
160.47,3.0,4.0,0
200.49,40.0,9.0,0
102.01,66.0,2.0,1
229.2,34.0,1.0,0
135.59,9.0,,1
43.7,21.0,,0
175.5,25.0,9.0,0
199.35,44.0,5.0,0
82.61,25.0,2.0,1
215.01,9.0,,1
227.01,62.0,0.0,1
72.84,26.0,,1
245.96,57.0,0.0,0
39.47,37.0,6.0,0
54.49,16.0,1.0,1
50.14,37.0,3.0,0
224.03,76.0,3.0,0
165.3,24.0,7.0,1
42.27,26.0,3.0,0
112.88,20.0,2.0,0
155.75,9.0,9.0,1
25.45,29.0,,0
221.19,31.0,4.0,1
201.88,19.0,5.0,1
128.78,20.0,6.0,0
241.95,27.0,4.0,0
107.35,44.0,6.0,1
246.11,35.0,3.0,0
168.64,71.0,4.0,0
160.49,22.0,5.0,1
45.66,74.0,8.0,1
221.07,15.0,5.0,0
109.73,13.0,9.0,0
44.75,4.0,0.0,1
8.09,56.0,,1
142.14,23.0,2.0,0
134.21,34.0,5.0,1
181.24,17.0,1.0,0
223.11,28.0,6.0,0
24.45,14.0,0.0,0
184.22,34.0,1.0,0
50.92,,8.0,1
215.25,57.0,8.0,0
205.67,77.0,,1
137.49,55.0,,0
179.01,66.0,4.0,0
82.02,37.0,3.0,0
120.44,68.0,1.0,0
206.3,76.0,1.0,0
117.52,26.0,9.0,0
92.66,61.0,,1
126.08,67.0,4.0,1
207.92,74.0,7.0,1
87.13,,1.0,1
47.57,18.0,1.0,1
179.44,53.0,2.0,0
207.36,63.0,9.0,1
29.66,53.0,7.0,0
63.77,27.0,7.0,1
39.78,31.0,2.0,1
90.25,1.0,0.0,0
115.34,,6.0,1
188.46,11.0,3.0,0
164.53,34.0,2.0,0
157.13,63.0,4.0,0
91.33,53.0,5.0,0
211.15,18.0,0.0,1
120.47,21.0,8.0,0
244.88,19.0,5.0,1
160.36,4.0,2.0,1
35.93,77.0,0.0,0
170.66,29.0,8.0,0
84.65,25.0,1.0,0
173.15,56.0,,1
22.06,77.0,5.0,1
47.85,63.0,5.0,0
214.66,27.0,2.0,0
60.66,60.0,5.0,0
210.08,49.0,1.0,0
73.42,65.0,7.0,1
162.51,38.0,0.0,1
175.07,52.0,,0
130.6,1.0,0.0,1
79.8,40.0,8.0,0
57.1,21.0,8.0,0
13.13,15.0,5.0,1
79.47,50.0,5.0,0
165.02,48.0,,0
234.88,32.0,4.0,0
218.45,49.0,8.0,0
192.69,68.0,4.0,0
198.17,45.0,3.0,0
167.92,,1.0,0
68.77,4.0,1.0,0
227.26,65.0,0.0,0
169.33,71.0,,0
142.31,73.0,2.0,0
32.19,65.0,0.0,1
114.53,18.0,5.0,1
117.79,54.0,6.0,0
216.82,47.0,8.0,1
138.93,6.0,6.0,0
98.2,66.0,3.0,0
244.32,9.0,3.0,0
32.13,68.0,7.0,1
108.52,23.0,3.0,0
15.3,43.0,,0
186.28,51.0,8.0,0
229.93,72.0,2.0,0
73.61,25.0,,0
215.29,35.0,8.0,1
76.59,17.0,,0
228.14,18.0,9.0,0
189.72,27.0,4.0,0
202.2,15.0,,1
9.41,69.0,2.0,0
240.89,15.0,5.0,0
183.03,42.0,6.0,0
79.66,34.0,4.0,1
208.2,48.0,7.0,0
73.97,8.0,9.0,0
218.82,10.0,,0
32.58,5.0,5.0,0
177.4,48.0,6.0,0
137.47,26.0,,0
28.65,23.0,1.0,0
64.26,62.0,6.0,0
8.04,13.0,8.0,0
119.85,9.0,0.0,1
78.81,20.0,0.0,0
151.6,57.0,6.0,1
77.82,24.0,4.0,1
78.48,,,1
187.08,20.0,0.0,1
16.79,60.0,1.0,0
226.21,48.0,9.0,1
213.8,64.0,8.0,0
168.61,30.0,2.0,1
150.34,73.0,8.0,0
223.61,17.0,,0
50.41,14.0,9.0,1
24.35,19.0,5.0,0
63.68,71.0,,1
199.67,59.0,9.0,1
13.49,67.0,7.0,0
147.79,44.0,2.0,0
248.88,32.0,7.0,0
214.65,11.0,5.0,1
132.75,2.0,,1
20.59,,2.0,1
208.69,17.0,5.0,1
151.75,40.0,7.0,0
33.16,46.0,6.0,0
28.0,4.0,9.0,0
227.86,38.0,,0
168.95,63.0,6.0,0
208.18,,2.0,0
220.35,19.0,9.0,1
145.08,29.0,2.0,0
131.77,35.0,4.0,0
110.45,70.0,4.0,0
82.65,23.0,8.0,1
111.48,46.0,8.0,0
194.6,44.0,9.0,0
152.47,,4.0,1
223.67,52.0,4.0,0
113.63,8.0,5.0,0
153.74,55.0,7.0,1
159.67,66.0,5.0,0
149.97,77.0,5.0,0
177.15,40.0,8.0,0
63.17,31.0,,0
130.53,48.0,,0
30.54,61.0,9.0,0
99.21,52.0,9.0,1
124.48,38.0,1.0,0
164.79,36.0,8.0,0
237.88,55.0,,0
152.16,13.0,9.0,1
187.18,37.0,1.0,1
129.04,47.0,,0
160.36,71.0,,0
22.38,22.0,1.0,0
67.33,39.0,,0
93.65,58.0,6.0,0
120.76,30.0,6.0,0
16.18,18.0,0.0,0
39.31,18.0,0.0,0
72.82,74.0,2.0,0
243.03,39.0,1.0,0
86.18,26.0,,0
123.1,71.0,3.0,1
53.04,7.0,6.0,0
154.64,69.0,1.0,1
73.77,65.0,6.0,0
55.71,46.0,4.0,0
131.56,18.0,,1
6.35,13.0,,0
6.88,25.0,4.0,0
58.67,8.0,9.0,0
14.0,74.0,,0
31.47,32.0,8.0,1
88.02,17.0,6.0,1
201.63,79.0,5.0,1
145.15,79.0,6.0,1
130.6,48.0,6.0,0
76.9,63.0,2.0,0
233.28,40.0,5.0,0
102.27,15.0,5.0,0
26.34,6.0,8.0,0
156.18,63.0,0.0,0
32.89,8.0,6.0,0
89.58,32.0,0.0,1
129.32,45.0,,0
219.18,52.0,3.0,0
125.92,79.0,6.0,0
177.05,,5.0,1
248.24,24.0,5.0,1
37.21,40.0,4.0,0
72.31,14.0,6.0,1
101.67,75.0,8.0,0
108.35,70.0,5.0,1
105.7,62.0,9.0,0
227.36,61.0,,0
179.94,1.0,8.0,0
153.94,66.0,6.0,0
80.8,32.0,5.0,1
206.83,,2.0,0
238.99,33.0,0.0,0
206.19,32.0,9.0,0
5.38,56.0,8.0,0
160.92,24.0,6.0,0
17.53,4.0,,1
68.11,,9.0,0
19.58,29.0,8.0,0
152.93,21.0,2.0,1
173.21,30.0,2.0,0
33.05,20.0,6.0,0
99.04,,1.0,0
116.78,67.0,,0
95.42,,6.0,0
34.65,58.0,6.0,0
107.64,44.0,0.0,1
189.04,25.0,9.0,1
22.4,23.0,1.0,0
24.64,59.0,4.0,1
91.92,1.0,3.0,0
235.72,15.0,2.0,0
168.8,52.0,9.0,1
171.27,58.0,7.0,0
93.67,41.0,6.0,0
150.45,44.0,8.0,0
7.48,4.0,,1
160.84,77.0,9.0,0
228.76,68.0,,0
155.08,7.0,8.0,0
219.06,46.0,8.0,1
182.37,9.0,0.0,0
34.54,33.0,,0
226.1,33.0,9.0,1
21.28,4.0,0.0,1
135.82,65.0,5.0,0
39.82,34.0,,0
7.87,79.0,2.0,0
108.4,64.0,5.0,1
77.28,25.0,2.0,0
124.07,55.0,4.0,0
146.41,9.0,6.0,0
15.72,17.0,,1
35.14,21.0,3.0,1
141.87,60.0,3.0,0
89.08,13.0,,0
183.65,3.0,,1
164.81,68.0,0.0,1
212.17,4.0,9.0,1
174.66,7.0,1.0,1
110.33,26.0,5.0,0
169.88,75.0,8.0,0
72.47,24.0,6.0,1
80.05,10.0,,0
198.3,13.0,1.0,0
114.37,44.0,3.0,0
200.6,39.0,4.0,1
206.49,19.0,1.0,0
215.1,,0.0,0
229.58,19.0,3.0,0
110.59,76.0,,1
83.12,52.0,0.0,1
147.64,47.0,0.0,0
95.94,30.0,8.0,0
152.26,46.0,4.0,0
177.87,76.0,1.0,1
173.66,21.0,1.0,0
96.77,75.0,3.0,1
45.88,48.0,1.0,0
110.48,62.0,3.0,0
39.94,58.0,5.0,0
223.07,18.0,6.0,1
89.74,59.0,5.0,1
42.84,48.0,3.0,1
11.23,63.0,9.0,0
163.23,12.0,2.0,0
161.04,34.0,,1
88.45,61.0,4.0,0
22.57,53.0,3.0,1
105.36,25.0,2.0,0
81.25,62.0,0.0,1
170.89,4.0,2.0,1
153.42,13.0,,0
94.33,42.0,,0
58.38,49.0,3.0,0
247.07,78.0,0.0,0
116.23,56.0,9.0,0
173.63,47.0,6.0,0
39.44,8.0,8.0,0
123.97,55.0,5.0,0
11.75,18.0,5.0,1
128.84,35.0,8.0,0
241.18,32.0,3.0,1
99.13,24.0,4.0,0
14.55,,4.0,1
12.58,13.0,4.0,0
100.06,69.0,7.0,1
44.21,42.0,0.0,1
10.72,31.0,9.0,1
190.27,74.0,9.0,0
117.34,26.0,2.0,0
75.86,76.0,7.0,1
225.52,32.0,8.0,0
33.45,52.0,1.0,0
239.2,20.0,3.0,0
81.92,40.0,7.0,0
222.66,59.0,,0
152.72,77.0,,0
207.54,14.0,5.0,0
246.08,44.0,8.0,0
75.66,48.0,8.0,0
240.48,43.0,0.0,1
100.42,16.0,3.0,1
99.45,,0.0,0
88.39,53.0,6.0,1
137.64,34.0,2.0,1
42.77,3.0,1.0,1
140.66,68.0,7.0,1
137.72,5.0,8.0,0
191.67,10.0,6.0,1
209.24,52.0,5.0,1
112.91,29.0,9.0,0
79.07,31.0,5.0,1
68.54,66.0,8.0,0
52.68,76.0,4.0,0
19.12,69.0,4.0,0
88.9,37.0,1.0,1
71.21,27.0,5.0,1
241.77,33.0,5.0,0
141.64,68.0,5.0,0
90.08,59.0,3.0,0
147.21,64.0,6.0,0
39.1,44.0,8.0,1
113.79,49.0,0.0,1
158.43,53.0,2.0,1
124.78,,9.0,1
103.44,49.0,8.0,1
248.49,66.0,4.0,0
220.68,63.0,5.0,0
157.73,25.0,7.0,0
144.5,4.0,8.0,0
157.06,51.0,,1
54.32,11.0,,0
101.81,17.0,9.0,1
14.67,66.0,,0
121.51,70.0,4.0,1
138.04,73.0,6.0,0
60.8,69.0,1.0,0
241.19,29.0,0.0,1
227.82,73.0,3.0,1
181.93,72.0,2.0,1
135.68,20.0,3.0,1
218.14,27.0,0.0,0
37.01,8.0,1.0,0
198.67,61.0,0.0,1
35.58,28.0,,0
199.58,70.0,3.0,1
72.56,3.0,0.0,0
219.89,69.0,,0
236.29,73.0,1.0,0
41.46,7.0,9.0,1
118.36,60.0,4.0,1
245.34,4.0,7.0,1
123.43,,3.0,0
216.57,11.0,4.0,0
149.24,15.0,8.0,1
96.96,64.0,1.0,0
75.02,13.0,1.0,0
54.79,7.0,5.0,0
191.64,6.0,5.0,0
99.7,56.0,2.0,0
130.26,64.0,8.0,1
125.62,50.0,0.0,1
146.43,30.0,2.0,0
217.07,22.0,7.0,0
245.28,25.0,7.0,1
104.86,28.0,,0
207.74,39.0,7.0,1
192.31,67.0,9.0,0
145.51,5.0,7.0,0
239.23,65.0,0.0,1
54.12,15.0,2.0,1
31.77,67.0,0.0,0
214.22,40.0,1.0,0
112.59,69.0,3.0,0
212.51,77.0,,0
223.81,43.0,5.0,0
20.3,1.0,4.0,1
221.45,22.0,4.0,0
114.84,62.0,9.0,0
130.06,79.0,6.0,1
158.52,26.0,6.0,0
231.96,18.0,,1
9.68,48.0,7.0,1
121.83,9.0,2.0,0
173.49,1.0,1.0,1
182.06,9.0,0.0,0
174.67,23.0,9.0,1
37.94,45.0,5.0,1
78.35,2.0,3.0,1
92.89,14.0,2.0,0
202.09,38.0,1.0,0
73.3,40.0,1.0,0
56.62,63.0,3.0,1
239.57,16.0,,1
7.17,75.0,5.0,0
249.47,6.0,9.0,0
170.82,3.0,4.0,1
207.97,14.0,9.0,0
77.18,66.0,8.0,0
8.51,75.0,1.0,0
185.78,67.0,,0
209.37,31.0,8.0,1
186.42,33.0,9.0,1
40.0,1.0,8.0,0
189.59,44.0,9.0,1
193.39,15.0,9.0,0
166.34,37.0,3.0,1
192.7,27.0,4.0,0
212.25,48.0,7.0,1
155.33,27.0,7.0,0
26.71,12.0,,0
124.47,67.0,9.0,1
24.02,30.0,0.0,0
104.85,66.0,9.0,1
104.74,,5.0,0
21.17,34.0,,0
90.46,32.0,1.0,1
32.19,39.0,1.0,0
203.02,43.0,,0
237.18,43.0,8.0,0
22.72,78.0,4.0,0
239.0,3.0,7.0,0
133.03,46.0,7.0,0
78.39,32.0,4.0,1
23.83,43.0,7.0,1
127.65,3.0,7.0,1
199.66,74.0,4.0,1
178.24,63.0,4.0,0
17.31,40.0,3.0,0
22.86,18.0,0.0,0
103.7,67.0,8.0,0
77.35,62.0,1.0,0
61.93,10.0,0.0,1
73.85,52.0,5.0,1
201.85,73.0,4.0,1
232.66,46.0,0.0,0
104.25,55.0,6.0,0
227.0,46.0,6.0,1
83.77,75.0,2.0,1
121.73,60.0,7.0,1
60.38,26.0,,0
161.92,27.0,3.0,1
244.85,38.0,9.0,1
152.86,22.0,9.0,0
92.66,26.0,9.0,0
163.72,69.0,2.0,1
35.12,35.0,,0
222.72,66.0,1.0,1
128.26,73.0,1.0,0
115.09,51.0,4.0,0
148.54,18.0,,0
158.07,43.0,,0
22.59,12.0,8.0,0
172.24,3.0,6.0,1
64.27,7.0,7.0,1
179.92,6.0,,1
206.52,45.0,1.0,0
201.97,39.0,4.0,0
140.36,51.0,,0
132.44,9.0,9.0,0
40.0,23.0,8.0,0
194.96,12.0,8.0,1
71.5,62.0,5.0,0
126.69,73.0,3.0,0
74.65,77.0,,0
37.79,,4.0,0
159.24,54.0,2.0,1
18.31,7.0,7.0,1
188.42,17.0,5.0,0
82.81,50.0,4.0,1
5.03,24.0,0.0,0
130.23,2.0,2.0,0
16.48,33.0,6.0,0
72.66,21.0,2.0,1
178.21,,,0
20.36,53.0,7.0,0
210.64,46.0,6.0,0
5.94,45.0,4.0,0
65.47,9.0,9.0,1
186.52,6.0,4.0,1
82.49,51.0,5.0,1
29.96,35.0,6.0,1
93.26,53.0,2.0,1
71.25,19.0,3.0,0
211.46,69.0,0.0,0
81.77,25.0,6.0,0
198.29,11.0,9.0,0
223.51,74.0,,0
111.29,17.0,6.0,1
227.94,36.0,5.0,0
97.44,21.0,,1
241.2,18.0,1.0,0
26.88,60.0,6.0,0
173.32,18.0,6.0,0
125.98,,4.0,0
99.97,14.0,8.0,0
160.01,8.0,,0
177.44,66.0,8.0,0
6.07,51.0,4.0,0
45.9,79.0,1.0,1
179.7,60.0,,0
168.26,34.0,0.0,1
241.68,36.0,0.0,0
191.45,62.0,6.0,0
237.94,1.0,2.0,1
177.12,42.0,,1
78.02,1.0,6.0,1
30.81,54.0,6.0,0
196.55,47.0,,0
162.82,39.0,,0
16.81,30.0,1.0,0
93.21,7.0,1.0,1
239.42,22.0,4.0,0
127.6,50.0,8.0,0
111.02,45.0,6.0,0
117.14,74.0,1.0,1
56.18,72.0,4.0,0
95.33,10.0,4.0,1
95.6,14.0,7.0,0
17.83,,8.0,1
193.05,75.0,7.0,0
107.04,6.0,1.0,1
206.43,21.0,3.0,0
213.34,62.0,,1
56.94,19.0,5.0,0
166.05,62.0,3.0,0
120.71,53.0,6.0,0
220.64,24.0,1.0,1
57.86,56.0,8.0,0
171.06,62.0,4.0,0
153.9,34.0,0.0,0
77.35,22.0,2.0,0
38.47,,3.0,1
164.65,,2.0,0
185.96,,5.0,0
82.33,66.0,5.0,0
162.98,8.0,9.0,0
101.81,38.0,6.0,0
179.74,62.0,8.0,0
53.81,28.0,9.0,0
223.1,10.0,8.0,0
75.42,45.0,6.0,1
95.11,65.0,0.0,0
19.23,67.0,2.0,1
32.32,9.0,4.0,0
131.39,5.0,9.0,1
70.56,10.0,5.0,0
209.69,12.0,5.0,0
8.6,58.0,4.0,0
97.88,21.0,5.0,1
87.65,21.0,8.0,0
9.74,65.0,0.0,0
35.47,3.0,0.0,0
106.34,69.0,8.0,1
125.75,64.0,7.0,1
104.05,49.0,8.0,0
135.08,72.0,,1
150.81,17.0,9.0,0
7.43,73.0,5.0,1
118.7,32.0,8.0,0
241.06,70.0,1.0,0
132.16,21.0,3.0,0
171.0,7.0,1.0,1
81.41,7.0,5.0,1
194.63,27.0,0.0,1
194.37,8.0,6.0,0
132.72,73.0,6.0,0
244.12,28.0,6.0,0
35.76,79.0,3.0,1
9.15,66.0,7.0,1
193.69,71.0,4.0,0
202.75,47.0,1.0,0
34.45,10.0,4.0,1
70.07,33.0,9.0,0
9.3,7.0,8.0,0
76.86,3.0,,0
194.42,14.0,,1
131.9,44.0,1.0,1
90.28,46.0,,1
96.08,61.0,7.0,1
5.33,36.0,4.0,0
78.45,13.0,8.0,1
163.38,16.0,5.0,1
243.68,5.0,7.0,1
212.53,38.0,0.0,0
10.78,50.0,8.0,1
225.15,,8.0,1
196.88,56.0,2.0,1
196.19,63.0,0.0,1
117.21,48.0,7.0,0
102.51,59.0,7.0,1
79.21,77.0,8.0,0
21.1,44.0,,0
60.92,55.0,8.0,1
65.42,55.0,9.0,0
123.6,1.0,8.0,0
188.12,8.0,3.0,1
121.08,4.0,4.0,0
19.17,53.0,5.0,1
239.66,58.0,5.0,0
235.97,,9.0,0
197.37,49.0,1.0,0
247.88,67.0,3.0,1
138.4,19.0,,0
240.88,1.0,6.0,1
23.52,29.0,8.0,1
94.59,33.0,5.0,1
60.22,52.0,6.0,0
52.98,41.0,8.0,0
39.5,23.0,3.0,1
157.49,,8.0,0
196.42,71.0,2.0,0
146.68,57.0,7.0,0
41.01,6.0,2.0,1
203.73,49.0,2.0,0
160.81,22.0,2.0,0
100.1,77.0,,1
170.16,76.0,9.0,1
68.68,4.0,,0
89.57,72.0,5.0,0
229.78,64.0,3.0,0
76.17,37.0,1.0,0
120.15,31.0,,0
223.08,,,0
178.39,45.0,9.0,0
20.24,8.0,3.0,0
41.09,40.0,4.0,0
6.92,5.0,0.0,1
159.58,28.0,3.0,0
114.68,9.0,9.0,0
37.9,2.0,2.0,0
239.69,63.0,1.0,0
134.77,51.0,6.0,1
64.26,,9.0,1
127.65,7.0,8.0,0
171.51,30.0,0.0,1
23.68,58.0,6.0,1
72.3,3.0,0.0,0
202.71,51.0,4.0,0
117.62,56.0,,1
138.91,73.0,2.0,1
111.04,10.0,7.0,0
15.76,61.0,,0
45.61,50.0,,1
114.16,47.0,0.0,0
56.25,1.0,,1
17.24,57.0,,0
211.69,38.0,3.0,0
245.39,62.0,3.0,0
199.32,79.0,9.0,1
214.18,70.0,1.0,0
64.28,65.0,,1
240.35,62.0,5.0,0
53.25,56.0,,0
238.1,67.0,6.0,0
248.73,17.0,6.0,1
179.37,8.0,2.0,1
245.38,,1.0,0
144.54,40.0,9.0,0
68.59,62.0,6.0,1
112.06,41.0,3.0,0
150.42,12.0,0.0,0
22.9,54.0,0.0,0
157.47,11.0,3.0,1
245.39,60.0,4.0,1
51.58,68.0,,0
199.19,78.0,0.0,0
227.44,46.0,2.0,1
236.21,38.0,5.0,0
240.23,61.0,9.0,0
132.76,17.0,6.0,0
244.44,66.0,0.0,0
190.54,72.0,7.0,1
44.61,36.0,,0
121.84,74.0,8.0,0
180.99,,5.0,0
65.6,16.0,0.0,1
161.95,14.0,1.0,1
168.32,25.0,2.0,0
44.86,4.0,1.0,1
143.45,29.0,9.0,0
194.05,56.0,6.0,1
127.23,6.0,0.0,0
7.97,1.0,,0
7.21,39.0,1.0,0
92.47,1.0,3.0,0
231.92,63.0,7.0,1
61.03,57.0,2.0,1
160.42,67.0,8.0,1
59.41,65.0,6.0,0
83.81,65.0,9.0,1
212.77,21.0,2.0,0
183.57,30.0,2.0,0
28.37,33.0,4.0,1
110.03,48.0,4.0,0
12.15,22.0,9.0,1
122.82,54.0,4.0,0
167.3,4.0,8.0,0
34.03,55.0,8.0,1
75.78,44.0,5.0,0
102.47,12.0,,0
230.29,79.0,9.0,0
248.35,74.0,7.0,0
16.0,52.0,8.0,0
191.45,76.0,5.0,1
96.07,65.0,7.0,0
101.15,65.0,1.0,1
189.79,10.0,,1
230.01,18.0,,0
237.98,47.0,1.0,1
146.4,66.0,7.0,0
92.49,49.0,1.0,0
197.95,72.0,2.0,0
66.5,22.0,6.0,0
143.2,26.0,8.0,1
92.85,9.0,2.0,0
165.87,21.0,4.0,1
63.9,63.0,8.0,1
51.94,6.0,6.0,0
229.97,14.0,1.0,1
29.94,33.0,,1
128.96,71.0,4.0,1
59.11,24.0,8.0,0
14.54,73.0,1.0,0
13.82,75.0,0.0,0
47.93,51.0,3.0,0
217.36,2.0,3.0,0
74.21,15.0,0.0,1
237.86,35.0,9.0,1
147.5,36.0,6.0,0
111.97,39.0,1.0,0
147.12,4.0,8.0,1
131.59,64.0,6.0,0
190.9,74.0,,0
74.21,6.0,0.0,0
91.5,57.0,8.0,0
224.05,30.0,9.0,0
236.88,74.0,8.0,0
223.68,67.0,1.0,0
107.76,15.0,9.0,0
196.19,,8.0,0
121.7,18.0,1.0,0
126.9,19.0,1.0,1
55.15,,7.0,0
149.83,69.0,2.0,0
50.6,24.0,2.0,1
86.23,48.0,6.0,0
214.48,30.0,9.0,0
55.73,15.0,5.0,1
22.43,47.0,,0
21.91,44.0,5.0,1
235.49,27.0,8.0,1
129.2,64.0,1.0,0
105.31,41.0,7.0,0
203.67,68.0,5.0,0
209.78,5.0,3.0,0
86.39,53.0,5.0,1
174.94,8.0,5.0,0
193.93,22.0,9.0,0
165.39,7.0,,0
42.14,22.0,7.0,0
219.59,46.0,4.0,0
137.08,30.0,9.0,0
74.21,16.0,3.0,1
109.18,79.0,1.0,0
14.2,5.0,9.0,0
36.33,67.0,0.0,0
192.56,23.0,6.0,0
5.0,61.0,9.0,0
107.06,74.0,2.0,0
133.01,5.0,2.0,0
18.39,23.0,,0
243.4,79.0,,0
60.4,25.0,2.0,1
79.53,8.0,1.0,0
79.47,21.0,5.0,1
61.45,2.0,9.0,0
5.36,22.0,2.0,1
183.69,72.0,0.0,0
241.88,72.0,9.0,0
59.95,68.0,8.0,1
167.45,64.0,5.0,1
186.76,19.0,,1
212.86,53.0,9.0,0
108.54,52.0,8.0,0
79.22,47.0,1.0,0
84.7,54.0,9.0,1
179.59,44.0,8.0,1
205.11,7.0,,0
49.5,1.0,2.0,1
95.88,63.0,2.0,0
225.98,39.0,0.0,0
202.64,19.0,9.0,0
246.29,31.0,6.0,0
189.79,77.0,9.0,0
101.33,24.0,6.0,0
149.71,69.0,1.0,0
166.95,65.0,5.0,0
24.22,33.0,3.0,1
138.4,59.0,6.0,0
178.78,33.0,6.0,0
45.99,32.0,3.0,0
196.25,59.0,,1
148.02,41.0,,0
238.29,12.0,8.0,1
15.39,73.0,3.0,0
70.0,11.0,5.0,0
152.38,19.0,,0
77.66,54.0,9.0,0
180.03,57.0,2.0,0
190.96,42.0,4.0,0
30.12,71.0,0.0,0
130.89,31.0,5.0,0
129.68,52.0,4.0,1
95.47,2.0,6.0,1
233.57,38.0,8.0,0
207.74,32.0,3.0,0
175.82,10.0,8.0,0
180.01,8.0,5.0,0
118.12,75.0,4.0,1
230.64,20.0,1.0,1
175.18,20.0,0.0,0
183.6,9.0,7.0,0
216.11,72.0,5.0,0
72.15,15.0,6.0,1
202.73,63.0,5.0,0
52.83,21.0,9.0,1
89.61,5.0,6.0,1
87.22,35.0,8.0,1
244.74,68.0,4.0,0
214.85,48.0,0.0,0
176.79,62.0,,0
183.13,,,1
142.71,70.0,4.0,0
237.04,21.0,1.0,1
126.58,39.0,2.0,1
98.23,34.0,0.0,1
44.94,15.0,5.0,0
197.62,6.0,5.0,0
184.94,66.0,2.0,0
99.17,56.0,2.0,0
11.17,49.0,6.0,1
210.55,1.0,0.0,1
7.8,65.0,4.0,0
177.41,28.0,2.0,0
242.71,20.0,4.0,0
112.23,48.0,3.0,0
62.57,72.0,5.0,0
177.69,65.0,8.0,0
205.2,51.0,1.0,1
138.88,43.0,9.0,1
241.92,49.0,7.0,0
17.66,25.0,1.0,1
128.67,74.0,3.0,0
181.02,76.0,8.0,1
216.35,41.0,3.0,0
48.92,71.0,6.0,0
201.0,64.0,4.0,0
140.41,61.0,1.0,0
102.16,12.0,7.0,1
37.27,69.0,,1
217.0,14.0,9.0,1
43.53,34.0,1.0,1
80.9,48.0,2.0,0
76.06,61.0,9.0,0
218.5,35.0,6.0,1
169.81,65.0,4.0,0
200.19,,9.0,0
66.36,36.0,2.0,1
158.09,79.0,1.0,0
145.08,19.0,,0
209.04,42.0,9.0,0
226.99,69.0,,0
7.98,19.0,7.0,1
170.13,39.0,4.0,1
17.7,,4.0,0
139.47,52.0,1.0,1
75.47,,6.0,1
80.16,47.0,4.0,0
91.47,76.0,7.0,1
157.22,36.0,4.0,0
86.84,63.0,8.0,1
184.51,76.0,4.0,1
104.11,51.0,2.0,0
21.75,43.0,1.0,1
197.02,34.0,4.0,1
75.01,49.0,9.0,0
111.03,18.0,9.0,0
172.93,61.0,4.0,0
86.45,57.0,5.0,0
18.86,5.0,1.0,0
96.61,24.0,,0
236.39,64.0,0.0,0
162.22,59.0,2.0,0
169.51,38.0,2.0,1
159.91,33.0,2.0,1
53.75,10.0,2.0,1
107.49,37.0,7.0,0
188.98,11.0,0.0,1
29.84,24.0,5.0,1
73.07,71.0,5.0,1
72.7,21.0,0.0,1
110.84,20.0,0.0,1
245.19,10.0,2.0,0
21.54,47.0,7.0,0
132.08,47.0,5.0,0
48.94,,3.0,0
242.82,44.0,4.0,1
32.76,62.0,,0
103.88,6.0,2.0,1
185.78,66.0,5.0,1
177.62,76.0,5.0,0
108.57,4.0,5.0,0
89.9,23.0,8.0,0
102.42,13.0,9.0,1
69.75,31.0,7.0,1
55.31,16.0,5.0,1
123.34,41.0,1.0,0
70.79,1.0,3.0,0
75.43,12.0,5.0,0
165.91,56.0,8.0,0
242.29,50.0,1.0,1
152.89,20.0,,0
23.86,66.0,,0
23.52,36.0,9.0,0
238.1,79.0,,0
77.84,38.0,6.0,0
27.56,,7.0,0
151.77,61.0,8.0,0
157.79,50.0,,1
163.88,59.0,,0
70.51,20.0,8.0,1
8.7,36.0,6.0,1
241.43,15.0,1.0,1
66.47,62.0,7.0,0
170.63,3.0,4.0,1
178.12,,7.0,1
154.45,56.0,,0
81.66,31.0,,1
71.42,35.0,4.0,0
151.43,71.0,3.0,1
217.19,70.0,9.0,0
236.95,26.0,5.0,1
30.95,1.0,4.0,0
42.93,7.0,5.0,0
236.46,36.0,8.0,0
185.45,76.0,0.0,0
221.33,25.0,0.0,0
54.64,59.0,,0
148.96,61.0,,0
176.78,29.0,,0
171.63,18.0,6.0,0
105.0,41.0,5.0,0
8.77,19.0,3.0,0
147.82,4.0,8.0,0
67.01,65.0,6.0,0
115.31,41.0,6.0,0
239.61,15.0,4.0,0
102.76,54.0,0.0,0
210.75,,,0
51.19,72.0,7.0,0
169.75,15.0,4.0,0
244.37,79.0,1.0,0
29.96,50.0,4.0,0
7.04,22.0,7.0,1
111.23,18.0,3.0,1
27.69,2.0,2.0,1
188.35,36.0,4.0,0
229.06,20.0,6.0,0
111.34,16.0,1.0,1
68.38,67.0,,0
111.43,30.0,4.0,0
182.24,55.0,6.0,0
7.22,66.0,7.0,0
149.42,26.0,7.0,0
155.26,57.0,,1
161.23,69.0,8.0,1
64.3,2.0,,0
179.94,56.0,,1
27.39,62.0,9.0,0
53.82,34.0,7.0,0
219.98,56.0,5.0,1
185.99,55.0,9.0,0
8.37,20.0,3.0,0
65.85,50.0,6.0,0
57.53,25.0,2.0,0
71.35,25.0,,0
